Orthogroup	Arabidopsis_thaliana.TAIR10.pep.all	Mus_musculus-Cilia_proteome
OG0010185	AT3G61650.1 pep chromosome_TAIR10_3_22812082_22815216_-1 gene_AT3G61650 transcript_AT3G61650.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_TUBG1 description_Tubulin gamma-1 chain [Source_UniProtKB/Swiss-Prot;Acc_P38557]	
OG0010186	AT3G43682.1 pep chromosome_TAIR10_3_15584589_15585426_1 gene_AT3G43682 transcript_AT3G43682.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; FUNCTIONS IN_ molecular_function unknown; INVOLVED IN_ biological_process unknown; LOCATED IN_ chloroplast; Ha. [Source_TAIR;Acc_AT3G43682]	
OG0010187	AT4G35980.1 pep chromosome_TAIR10_4_17030483_17031802_-1 gene_AT4G35980 transcript_AT4G35980.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At4g35980 [Source_UniProtKB/TrEMBL;Acc_Q8L969]	
OG0010188	AT5G13470.1 pep chromosome_TAIR10_5_4318460_4319924_1 gene_AT5G13470 transcript_AT5G13470.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At5g13470 [Source_UniProtKB/TrEMBL;Acc_Q9LYQ9]	
OG0010189	AT3G45673.1 pep chromosome_TAIR10_3_16768075_16768257_-1 gene_AT3G45673 transcript_AT3G45673.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT3G45673]	
OG0010190	AT1G16900.1 pep chromosome_TAIR10_1_5779008_5782433_-1 gene_AT1G16900 transcript_AT1G16900.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_ALG9 description_Dol-P-Man_Man_6_GlcNAc_2_-PP-Dol alpha-1_2-mannosyltransferase [Source_UniProtKB/Swiss-Prot;Acc_Q9FZ49]	
OG0010191	AT5G55960.1 pep chromosome_TAIR10_5_22662532_22665099_1 gene_AT5G55960 transcript_AT5G55960.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Transmembrane protein C9orf5 protein [Source_UniProtKB/TrEMBL;Acc_Q93XX1]	
OG0010192	AT4G29520.1 pep chromosome_TAIR10_4_14493911_14495789_-1 gene_AT4G29520 transcript_AT4G29520.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Nucleophosmin [Source_UniProtKB/TrEMBL;Acc_Q9SU93]	
OG0010193	AT4G31355.1 pep chromosome_TAIR10_4_15219431_15220309_-1 gene_AT4G31355 transcript_AT4G31355.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT4G31355]	
OG0010194	AT2G28000.1 pep chromosome_TAIR10_2_11926446_11929488_1 gene_AT2G28000 transcript_AT2G28000.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_CPN60A1 description_SLP [Source_UniProtKB/TrEMBL;Acc_A0A178VZW6]	
OG0010195	AT5G42053.1 pep chromosome_TAIR10_5_16817678_16817984_1 gene_AT5G42053 transcript_AT5G42053.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT5G42053]	
OG0010196	AT3G22275.1 pep chromosome_TAIR10_3_7878807_7879810_-1 gene_AT3G22275 transcript_AT3G22275.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_JAZ13 description_Protein JAZ13 [Source_UniProtKB/Swiss-Prot;Acc_F4J078]	
OG0010197	AT1G09080.2 pep chromosome_TAIR10_1_2929217_2931850_-1 gene_AT1G09080 transcript_AT1G09080.2 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_MED37B description_Probable mediator of RNA polymerase II transcription subunit 37b [Source_UniProtKB/Swiss-Prot;Acc_Q8H1B3]	
OG0010198	AT1G09080.1 pep chromosome_TAIR10_1_2929217_2931841_-1 gene_AT1G09080 transcript_AT1G09080.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_MED37B description_Probable mediator of RNA polymerase II transcription subunit 37b [Source_UniProtKB/Swiss-Prot;Acc_Q8H1B3]	
OG0010199	AT2G17270.1 pep chromosome_TAIR10_2_7510097_7512502_1 gene_AT2G17270 transcript_AT2G17270.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_MPT1 description_Mitochondrial phosphate carrier protein 1_ mitochondrial [Source_UniProtKB/Swiss-Prot;Acc_Q7DNC3]	
OG0010200	AT3G43420.1 pep chromosome_TAIR10_3_15345315_15345679_1 gene_AT3G43420 transcript_AT3G43420.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT3G43420]	
OG0010201	AT5G55140.1 pep chromosome_TAIR10_5_22380996_22382194_1 gene_AT5G55140 transcript_AT5G55140.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At5g55140 [Source_UniProtKB/TrEMBL;Acc_Q8L908]	
OG0010202	AT4G07825.1 pep chromosome_TAIR10_4_4643747_4645338_1 gene_AT4G07825 transcript_AT4G07825.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At4g07825 [Source_UniProtKB/TrEMBL;Acc_Q8GZ72]	
OG0010203	AT2G04063.1 pep chromosome_TAIR10_2_1349758_1350177_-1 gene_AT2G04063 transcript_AT2G04063.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Glycine-rich protein [Source_UniProtKB/TrEMBL;Acc_Q8S8A8]	
OG0010204	AT3G59370.1 pep chromosome_TAIR10_3_21941765_21942571_-1 gene_AT3G59370 transcript_AT3G59370.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At3g59370 [Source_UniProtKB/TrEMBL;Acc_Q9LX34]	
OG0010205	AT2G13965.1 pep chromosome_TAIR10_2_5864267_5864614_-1 gene_AT2G13965 transcript_AT2G13965.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Transmembrane protein [Source_UniProtKB/TrEMBL;Acc_A0A1P8AXY6]	
OG0010206	AT5G21910.1 pep chromosome_TAIR10_5_7240659_7241746_1 gene_AT5G21910 transcript_AT5G21910.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Putative uncharacterized protein [Source_UniProtKB/TrEMBL;Acc_Q5XV37]	
OG0010207	AT1G35550.1 pep chromosome_TAIR10_1_13112506_13113136_1 gene_AT1G35550 transcript_AT1G35550.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At1g35550 [Source_UniProtKB/TrEMBL;Acc_Q6NLF6]	
OG0010208	AT3G48346.1 pep chromosome_TAIR10_3_17902972_17903751_1 gene_AT3G48346 transcript_AT3G48346.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT3G48346]	
OG0010209	AT4G35850.1 pep chromosome_TAIR10_4_16983525_16986967_1 gene_AT4G35850 transcript_AT4G35850.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Pentatricopeptide repeat-containing protein At4g35850_ mitochondrial [Source_UniProtKB/Swiss-Prot;Acc_Q8VYR5]	
OG0010210	AT1G67855.1 pep chromosome_TAIR10_1_25442256_25442876_-1 gene_AT1G67855 transcript_AT1G67855.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT1G67855]	
OG0010211	AT3G02220.1 pep chromosome_TAIR10_3_412041_413742_-1 gene_AT3G02220 transcript_AT3G02220.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Small acidic-like protein [Source_UniProtKB/TrEMBL;Acc_Q9SRT8]	
OG0010212	AT4G05631.1 pep chromosome_TAIR10_4_2990006_2992618_-1 gene_AT4G05631 transcript_AT4G05631.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT4G05631]	
OG0010213	AT5G54165.1 pep chromosome_TAIR10_5_21984569_21984964_1 gene_AT5G54165 transcript_AT5G54165.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Avr9/Cf-9 rapidly elicited protein [Source_UniProtKB/TrEMBL;Acc_Q570N6]	
OG0010214	AT4G39320.1 pep chromosome_TAIR10_4_18288770_18290010_1 gene_AT4G39320 transcript_AT4G39320.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_AT4g39320/T22F8_220 [Source_UniProtKB/TrEMBL;Acc_Q9T038]	
OG0010215	AT5G54855.1 pep chromosome_TAIR10_5_22282766_22284391_1 gene_AT5G54855 transcript_AT5G54855.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_AT1g27100/T7N9_16 [Source_UniProtKB/TrEMBL;Acc_Q94EJ3]	
OG0010216	AT3G01090.1 pep chromosome_TAIR10_3_31163_34670_-1 gene_AT3G01090 transcript_AT3G01090.1 gene_biotype_protein_coding transcript_biotype_protein_coding	
OG0010217	AT3G01090.3 pep chromosome_TAIR10_3_31145_34451_-1 gene_AT3G01090 transcript_AT3G01090.3 gene_biotype_protein_coding transcript_biotype_protein_coding	
OG0010218	AT3G01090.2 pep chromosome_TAIR10_3_31181_34487_-1 gene_AT3G01090 transcript_AT3G01090.2 gene_biotype_protein_coding transcript_biotype_protein_coding	
OG0010219	AT5G14900.1 pep chromosome_TAIR10_5_4822676_4823581_-1 gene_AT5G14900 transcript_AT5G14900.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Helicase associated _HA2_ domain-containing protein [Source_UniProtKB/TrEMBL;Acc_Q9LFR5]	
OG0010220	AT4G33470.1 pep chromosome_TAIR10_4_16102595_16105550_-1 gene_AT4G33470 transcript_AT4G33470.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_HDA14 description_Histone deacetylase [Source_UniProtKB/TrEMBL;Acc_A0A178V1U6]	
OG0010221	AT1G11320.1 pep chromosome_TAIR10_1_3806822_3808940_1 gene_AT1G11320 transcript_AT1G11320.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_GDSL esterase/lipase [Source_UniProtKB/TrEMBL;Acc_Q9SXB7]	
OG0010222	AT3G22436.1 pep chromosome_TAIR10_3_7957898_7958156_-1 gene_AT3G22436 transcript_AT3G22436.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT3G22436]	
OG0010223	AT4G38370.1 pep chromosome_TAIR10_4_17969907_17971295_-1 gene_AT4G38370 transcript_AT4G38370.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Phosphoglycerate mutase family protein [Source_UniProtKB/TrEMBL;Acc_Q0WW53]	
OG0010224	AT2G07290.1 pep chromosome_TAIR10_2_3029561_3030035_1 gene_AT2G07290 transcript_AT2G07290.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Uncharacterized protein At2g07290 [Source_UniProtKB/TrEMBL;Acc_Q9ZQL3]	
OG0010225	AT1G23220.1 pep chromosome_TAIR10_1_8242369_8244403_1 gene_AT1G23220 transcript_AT1G23220.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Dynein light chain [Source_UniProtKB/TrEMBL;Acc_A0A178WMH3]	
OG0010226	AT2G43450.1 pep chromosome_TAIR10_2_18043234_18044225_-1 gene_AT2G43450 transcript_AT2G43450.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Uncharacterized protein At2g43450 [Source_UniProtKB/TrEMBL;Acc_O22859]	
OG0010227	AT3G52040.1 pep chromosome_TAIR10_3_19304170_19304861_-1 gene_AT3G52040 transcript_AT3G52040.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_2_3-bisphosphoglycerate-dependent phosphoglycerate mutase [Source_UniProtKB/TrEMBL;Acc_Q9SV00]	
OG0010228	AT1G80525.1 pep chromosome_TAIR10_1_30277490_30277905_1 gene_AT1G80525 transcript_AT1G80525.1 gene_biotype_protein_coding transcript_biotype_protein_coding	
OG0010229	ATMG01400.1 pep chromosome_TAIR10_Mt_363725_364042_1 gene_ATMG01400 transcript_ATMG01400.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_ORF105B description_Uncharacterized mitochondrial protein AtMg01400 [Source_UniProtKB/Swiss-Prot;Acc_P92566]	
OG0010230	AT3G50123.1 pep chromosome_TAIR10_3_18587974_18588117_1 gene_AT3G50123 transcript_AT3G50123.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT3G50123]	
OG0010231	AT4G15150.1 pep chromosome_TAIR10_4_8641499_8642278_-1 gene_AT4G15150 transcript_AT4G15150.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Glycine-rich protein [Source_UniProtKB/TrEMBL;Acc_O23369]	
OG0010232	AT4G16451.1 pep chromosome_TAIR10_4_9280857_9281000_-1 gene_AT4G16451 transcript_AT4G16451.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT4G16451]	
OG0010233	AT1G68680.1 pep chromosome_TAIR10_1_25785506_25787342_1 gene_AT1G68680 transcript_AT1G68680.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At1g68680 [Source_UniProtKB/TrEMBL;Acc_Q8L9R6]	
OG0010234	AT3G56040.1 pep chromosome_TAIR10_3_20792477_20797670_-1 gene_AT3G56040 transcript_AT3G56040.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_UGP3 description_UTP--glucose-1-phosphate uridylyltransferase 3_ chloroplastic [Source_UniProtKB/Swiss-Prot;Acc_F4IY62]	
OG0010235	AT3G12670.1 pep chromosome_TAIR10_3_4019031_4024357_-1 gene_AT3G12670 transcript_AT3G12670.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_emb2742 description_Emb2742 [Source_UniProtKB/TrEMBL;Acc_A0A384K8P2]	
OG0010236	AT5G05130.1 pep chromosome_TAIR10_5_1512082_1515166_1 gene_AT5G05130 transcript_AT5G05130.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Putative SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 3-like 1 [Source_UniProtKB/Swiss-Prot;Acc_Q9FF61]	
OG0010237	AT3G13404.1 pep chromosome_TAIR10_3_4358179_4359007_-1 gene_AT3G13404 transcript_AT3G13404.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; FUNCTIONS IN_ molecular_function unknown; INVOLVED IN_ biological_process unknown; LOCATED IN_ cellular_component unknown; Ha. [Source_TAIR;Acc_AT3G13404]	
OG0010238	AT3G60830.1 pep chromosome_TAIR10_3_22473983_22476445_1 gene_AT3G60830 transcript_AT3G60830.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_ARP7 description_Actin-related protein 7 [Source_UniProtKB/Swiss-Prot;Acc_Q8L4Y5]	
OG0010239	AT4G17160.1 pep chromosome_TAIR10_4_9641859_9643738_-1 gene_AT4G17160 transcript_AT4G17160.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_RABB1A description_RABB1a [Source_UniProtKB/TrEMBL;Acc_A0A178UXW9]	
OG0010240	AT3G45320.1 pep chromosome_TAIR10_3_16631635_16632254_1 gene_AT3G45320 transcript_AT3G45320.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Transmembrane protein [Source_UniProtKB/TrEMBL;Acc_Q9M3E6]	
OG0010241	AT1G68350.1 pep chromosome_TAIR10_1_25616405_25617265_1 gene_AT1G68350 transcript_AT1G68350.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At1g68350 [Source_UniProtKB/TrEMBL;Acc_Q9C9H0]	
OG0010242	AT5G05780.2 pep chromosome_TAIR10_5_1735725_1738700_1 gene_AT5G05780 transcript_AT5G05780.2 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_RPN8A description_26S proteasome non-ATPase regulatory subunit 7 homolog A [Source_UniProtKB/Swiss-Prot;Acc_O24412]	
OG0010243	AT1G19397.1 pep chromosome_TAIR10_1_6710851_6711787_1 gene_AT1G19397 transcript_AT1G19397.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT1G19397]	
OG0010244	AT5G20490.2 pep chromosome_TAIR10_5_6926516_6937830_-1 gene_AT5G20490 transcript_AT5G20490.2 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_XI-K description_Myosin-17 [Source_UniProtKB/Swiss-Prot;Acc_F4K5J1]	
OG0010245	AT5G20490.1 pep chromosome_TAIR10_5_6927064_6936543_-1 gene_AT5G20490 transcript_AT5G20490.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_XI-K description_Myosin-17 [Source_UniProtKB/Swiss-Prot;Acc_F4K5J1]	
OG0010246	AT4G01897.1 pep chromosome_TAIR10_4_820336_821618_-1 gene_AT4G01897 transcript_AT4G01897.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At4g01897 [Source_UniProtKB/TrEMBL;Acc_Q8LC12]	
OG0010247	AT5G15745.1 pep chromosome_TAIR10_5_5137456_5137758_1 gene_AT5G15745 transcript_AT5G15745.1 gene_biotype_protein_coding transcript_biotype_protein_coding	
OG0010248	AT3G07410.1 pep chromosome_TAIR10_3_2372317_2373556_-1 gene_AT3G07410 transcript_AT3G07410.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_RABA5B description_Ras-related protein RABA5b [Source_UniProtKB/Swiss-Prot;Acc_Q9SRS5]	
OG0010249	AT3G23245.1 pep chromosome_TAIR10_3_8300381_8300833_-1 gene_AT3G23245 transcript_AT3G23245.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT3G23245]	
OG0010250	AT2G20150.1 pep chromosome_TAIR10_2_8697300_8699299_1 gene_AT2G20150 transcript_AT2G20150.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Uncharacterized protein At2g20150/T2G17.5 [Source_UniProtKB/TrEMBL;Acc_Q84X45]	
OG0010251	ATCG00500.1 pep chromosome_TAIR10_Pt_57075_58541_1 gene_ATCG00500 transcript_ATCG00500.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_ACCD description_Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta_ chloroplastic [Source_UniProtKB/TrEMBL;Acc_A0A1B1W4V3]	
OG0010252	AT2G07787.1 pep chromosome_TAIR10_2_3476873_3478704_1 gene_AT2G07787 transcript_AT2G07787.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT2G07787]	
OG0010253	AT5G26970.1 pep chromosome_TAIR10_5_9486874_9487456_-1 gene_AT5G26970 transcript_AT5G26970.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT5G26970]	
OG0010254	AT2G02023.1 pep chromosome_TAIR10_2_481467_481830_-1 gene_AT2G02023 transcript_AT2G02023.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; FUNCTIONS IN_ molecular_function unknown; INVOLVED IN_ biological_process unknown; LOCATED IN_ cellular_component unknown; Ha. [Source_TAIR;Acc_AT2G02023]	
OG0010255	AT5G66380.1 pep chromosome_TAIR10_5_26513262_26515800_-1 gene_AT5G66380 transcript_AT5G66380.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_FOLT1 description_Folate transporter 1_ chloroplastic [Source_UniProtKB/Swiss-Prot;Acc_Q7XA87]	
OG0010256	AT2G05645.1 pep chromosome_TAIR10_2_2101497_2102111_-1 gene_AT2G05645 transcript_AT2G05645.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT2G05645]	
OG0010257	AT3G28635.1 pep chromosome_TAIR10_3_10729313_10731391_-1 gene_AT3G28635 transcript_AT3G28635.1 gene_biotype_protein_coding transcript_biotype_protein_coding	
OG0010258	AT4G36230.1 pep chromosome_TAIR10_4_17145525_17146544_1 gene_AT4G36230 transcript_AT4G36230.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Putative glycine-rich cell wall protein [Source_UniProtKB/TrEMBL;Acc_O65514]	
OG0010259	AT3G04480.1 pep chromosome_TAIR10_3_1193540_1197421_-1 gene_AT3G04480 transcript_AT3G04480.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Endoribonuclease [Source_UniProtKB/TrEMBL;Acc_F4J3Q1]	
OG0010260	AT4G07835.1 pep chromosome_TAIR10_4_4659714_4660348_1 gene_AT4G07835 transcript_AT4G07835.1 gene_biotype_protein_coding transcript_biotype_protein_coding	
OG0010261	AT2G06095.1 pep chromosome_TAIR10_2_2373522_2374745_1 gene_AT2G06095 transcript_AT2G06095.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT2G06095]	
OG0010262	AT2G12405.1 pep chromosome_TAIR10_2_5010792_5011590_-1 gene_AT2G12405 transcript_AT2G12405.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; FUNCTIONS IN_ molecular_function unknown; INVOLVED IN_ biological_process unknown; LOCATED IN_ endomembrane system; Ha. [Source_TAIR;Acc_AT2G12405]	
OG0010263	AT5G38640.1 pep chromosome_TAIR10_5_15467679_15470724_-1 gene_AT5G38640 transcript_AT5G38640.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At5g38640 [Source_UniProtKB/TrEMBL;Acc_Q9FFV8]	
OG0010264	AT1G62935.1 pep chromosome_TAIR10_1_23308760_23309410_-1 gene_AT1G62935 transcript_AT1G62935.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; FUNCTIONS IN_ molecular_function unknown; INVOLVED IN_ biological_process unknown; LOCATED IN_ endomembrane system; Ha. [Source_TAIR;Acc_AT1G62935]	
